,targetId_diseaseId,affected_pathway,animal_model,genetic_association,known_drug,literature,rna_expression,somatic_mutation,drugId,targetId,approvedSymbol,diseaseId,label,phase,drugType,mechanismOfAction,id,name,therapeuticAreas,tissue_general,n_donors,disease_name,disease_ontology_id,targetId_diseaseId_CHEMBL
18597,ENSG00000118432_MONDO_0005148,0.0,0.0,0.0,0.6416555441714547,0.1482575750522636,0.0,0.0,CHEMBL412262,ENSG00000118432,CNR1,MONDO_0005148,type 2 diabetes mellitus,2,Small molecule,Cannabinoid CB1 receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000118432_MONDO_0005148_CHEMBL412262
18877,ENSG00000125255_MONDO_0005148,0.0,0.0,0.0,0.16253705352810702,0.08326952891660033,0.0,0.0,CHEMBL2387408,ENSG00000125255,SLC10A2,MONDO_0005148,type 2 diabetes mellitus,2,Small molecule,Ileal bile acid transporter inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000125255_MONDO_0005148_CHEMBL2387408
18787,ENSG00000121807_MONDO_0005148,0.0,0.0,0.0,0.17309140765330877,0.1752935777104081,0.0,0.0,CHEMBL2178573,ENSG00000121807,CCR2,MONDO_0005148,type 2 diabetes mellitus,2,Small molecule,C-C chemokine receptor type 2 antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000121807_MONDO_0005148_CHEMBL2178573
18789,ENSG00000121807_MONDO_0005148,0.0,0.0,0.0,0.17309140765330877,0.1752935777104081,0.0,0.0,CHEMBL2204263,ENSG00000121807,CCR2,MONDO_0005148,type 2 diabetes mellitus,2,Small molecule,C-C chemokine receptor type 2 antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000121807_MONDO_0005148_CHEMBL2204263
18266,ENSG00000112164_MONDO_0005148,0.0,0.7911999800349444,0.815605635144139,0.9971604425892059,0.9813196638993202,0.0,0.0,CHEMBL4518483,ENSG00000112164,GLP1R,MONDO_0005148,type 2 diabetes mellitus,2,Small molecule,Glucagon-like peptide 1 receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000112164_MONDO_0005148_CHEMBL4518483
18220,ENSG00000112164_MONDO_0005148,0.0,0.7911999800349444,0.815605635144139,0.9971604425892059,0.9813196638993202,0.0,0.0,CHEMBL4297630,ENSG00000112164,GLP1R,MONDO_0005148,type 2 diabetes mellitus,2,Protein,Glucagon-like peptide 1 receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000112164_MONDO_0005148_CHEMBL4297630
18391,ENSG00000113448_MONDO_0005148,0.0,0.0,0.049418694043596466,0.6450821241323312,0.0,0.0,0.0,CHEMBL193240,ENSG00000113448,PDE4D,MONDO_0005148,type 2 diabetes mellitus,2,Small molecule,Phosphodiesterase 4 inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000113448_MONDO_0005148_CHEMBL193240
18393,ENSG00000113578_MONDO_0005148,0.0,0.0,0.0,0.12158615952232422,0.12306132248976343,0.0,0.0,CHEMBL4297578,ENSG00000113578,FGF1,MONDO_0005148,type 2 diabetes mellitus,2,Protein,FGF1/KLB agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000113578_MONDO_0005148_CHEMBL4297578
18397,ENSG00000113580_MONDO_0005148,0.0,0.0,0.0,0.13526460246858568,0.1790349687762234,0.0,0.0,CHEMBL131,ENSG00000113580,NR3C1,MONDO_0005148,type 2 diabetes mellitus,2,Small molecule,Glucocorticoid receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000113580_MONDO_0005148_CHEMBL131
18399,ENSG00000114739_MONDO_0005148,0.0,0.0,0.0,0.12158615952232422,0.06079307976116211,0.0,0.0,CHEMBL3137353,ENSG00000114739,ACVR2B,MONDO_0005148,type 2 diabetes mellitus,2,Antibody,Activin receptor type-2B antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000114739_MONDO_0005148_CHEMBL3137353
18401,ENSG00000115008_MONDO_0005148,0.0,0.0,0.0,0.12158615952232422,0.17451183249929011,0.010615218013238276,0.0,CHEMBL2109653,ENSG00000115008,IL1A,MONDO_0005148,type 2 diabetes mellitus,2,Antibody,Interleukin-1 alpha inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000115008_MONDO_0005148_CHEMBL2109653
25412,ENSG00000171608_MONDO_0015517,0.0,0.6712358122463672,0.0,0.12158615952232422,0.4876955954173227,0.0,0.0,CHEMBL3643413,ENSG00000171608,PIK3CD,MONDO_0015517,common variable immunodeficiency,2,Small molecule,PI3-kinase p110-delta subunit inhibitor,MONDO_0015517,common variable immunodeficiency,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",blood,11,common variable immunodeficiency,MONDO_0015517,ENSG00000171608_MONDO_0015517_CHEMBL3643413
7094,ENSG00000108840_MONDO_0018906,0.0,0.0,0.0,0.16929184016823612,0.0,0.0,0.0,CHEMBL343448,ENSG00000108840,HDAC5,MONDO_0018906,follicular lymphoma,2,Protein,Histone deacetylase inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000108840_MONDO_0018906_CHEMBL343448
7080,ENSG00000106628_MONDO_0018906,0.0,0.0,0.0,0.646821455750321,0.0,0.0,0.0,CHEMBL803,ENSG00000106628,POLD2,MONDO_0018906,follicular lymphoma,2,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000106628_MONDO_0018906_CHEMBL803
1859,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL1201733,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL1201733
7092,ENSG00000108840_MONDO_0018906,0.0,0.0,0.0,0.16929184016823612,0.0,0.0,0.0,CHEMBL2103863,ENSG00000108840,HDAC5,MONDO_0018906,follicular lymphoma,2,Small molecule,Histone deacetylase inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000108840_MONDO_0018906_CHEMBL2103863
7095,ENSG00000109390_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000109390,NDUFC1,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000109390_MONDO_0018906_CHEMBL1431
1861,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL572881,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL572881
7096,ENSG00000110717_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000110717,NDUFS8,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000110717_MONDO_0018906_CHEMBL1431
7098,ENSG00000112715_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0469457671488974,0.0,0.0,CHEMBL1201583,ENSG00000112715,VEGFA,MONDO_0018906,follicular lymphoma,2,Antibody,Vascular endothelial growth factor A inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000112715_MONDO_0018906_CHEMBL1201583
1858,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL2105756,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL2105756
1857,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL1567,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL1567
7069,ENSG00000106348_MONDO_0018906,0.0,0.0,0.0,0.17309140765330877,0.0,0.0,0.0,CHEMBL1456,ENSG00000106348,IMPDH1,MONDO_0018906,follicular lymphoma,2,Small molecule,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000106348_MONDO_0018906_CHEMBL1456
7023,ENSG00000101868_MONDO_0018906,0.0,0.0,0.0,0.646821455750321,0.0,0.0,0.0,CHEMBL803,ENSG00000101868,POLA1,MONDO_0018906,follicular lymphoma,2,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000101868_MONDO_0018906_CHEMBL803
1876,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL1200485,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL1200485
7026,ENSG00000104687_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL513,ENSG00000104687,GSR,MONDO_0018906,follicular lymphoma,2,Small molecule,Glutathione reductase inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000104687_MONDO_0018906_CHEMBL513
7030,ENSG00000104833_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.0,0.0,0.0,CHEMBL1742994,ENSG00000104833,TUBB4A,MONDO_0018906,follicular lymphoma,2,Antibody,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000104833_MONDO_0018906_CHEMBL1742994
7032,ENSG00000104833_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.0,0.0,0.0,CHEMBL3301582,ENSG00000104833,TUBB4A,MONDO_0018906,follicular lymphoma,2,Antibody,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000104833_MONDO_0018906_CHEMBL3301582
1870,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL1743030,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Antibody,Vascular endothelial growth factor receptor 1 antagonist,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL1743030
7043,ENSG00000104833_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.0,0.0,0.0,CHEMBL1201752,ENSG00000104833,TUBB4A,MONDO_0018906,follicular lymphoma,2,Small molecule,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000104833_MONDO_0018906_CHEMBL1201752
1869,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL1278146,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor 1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL1278146
1868,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL522892,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL522892
1867,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL502835,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL502835
1866,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL3545396,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL3545396
1864,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL491473,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL491473
1863,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL24828,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL24828
1853,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL535,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL535
1821,ENSG00000102287_MONDO_0007254,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1200694,ENSG00000102287,GABRE,MONDO_0007254,breast cancer,2,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102287_MONDO_0007254_CHEMBL1200694
7157,ENSG00000119772_MONDO_0018906,0.0,0.0,0.0,0.14353921610274387,0.0,0.0,0.0,CHEMBL1489,ENSG00000119772,DNMT3A,MONDO_0018906,follicular lymphoma,2,Small molecule,DNA (cytosine-5)-methyltransferase 3A inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000119772_MONDO_0018906_CHEMBL1489
7158,ENSG00000120217_MONDO_0018906,0.0,0.0,0.0,0.16959857219592375,0.18235225487703113,0.0,0.0,CHEMBL3707227,ENSG00000120217,CD274,MONDO_0018906,follicular lymphoma,2,Antibody,Programmed cell death 1 ligand 1 inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000120217_MONDO_0018906_CHEMBL3707227
1828,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL477772,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL477772
1827,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL2220486,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL2220486
1824,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL223360,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL223360
7166,ENSG00000120949_MONDO_0018906,0.0,0.0,0.0,0.1654922726831635,0.11490045436086928,0.0,0.0,CHEMBL1742994,ENSG00000120949,TNFRSF8,MONDO_0018906,follicular lymphoma,2,Antibody,Tumor necrosis factor receptor superfamily member 8 inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000120949_MONDO_0018906_CHEMBL1742994
1813,ENSG00000101868_MONDO_0007254,0.0,0.0,0.0,0.9186052301935358,0.0,0.0,0.0,CHEMBL1096882,ENSG00000101868,POLA1,MONDO_0007254,breast cancer,2,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000101868_MONDO_0007254_CHEMBL1096882
7176,ENSG00000123545_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000123545,NDUFAF4,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000123545_MONDO_0018906_CHEMBL1431
7177,ENSG00000125356_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000125356,NDUFA1,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000125356_MONDO_0018906_CHEMBL1431
7179,ENSG00000128609_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000128609,NDUFA5,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000128609_MONDO_0018906_CHEMBL1431
1835,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL4297190,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL4297190
1851,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL1289601,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL1289601
7126,ENSG00000113851_MONDO_0018906,0.0,0.0,0.0,0.6543498957390756,0.0,0.0,0.0,CHEMBL468,ENSG00000113851,CRBN,MONDO_0018906,follicular lymphoma,2,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000113851_MONDO_0018906_CHEMBL468
1845,ENSG00000102755_MONDO_0007254,0.0,0.0,0.0,0.5021973237794027,0.16929575484398132,0.0,0.0,CHEMBL1230609,ENSG00000102755,FLT1,MONDO_0007254,breast cancer,2,Small molecule,Vascular endothelial growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000102755_MONDO_0007254_CHEMBL1230609
7136,ENSG00000115159_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000115159,GPD2,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000115159_MONDO_0018906_CHEMBL1431
7137,ENSG00000115286_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000115286,NDUFS7,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000115286_MONDO_0018906_CHEMBL1431
7138,ENSG00000116478_MONDO_0018906,0.0,0.0,0.0,0.17721182750378753,0.0,0.0,0.0,CHEMBL2103863,ENSG00000116478,HDAC1,MONDO_0018906,follicular lymphoma,2,Small molecule,Histone deacetylase inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000116478_MONDO_0018906_CHEMBL2103863
7140,ENSG00000116478_MONDO_0018906,0.0,0.0,0.0,0.17721182750378753,0.0,0.0,0.0,CHEMBL98,ENSG00000116478,HDAC1,MONDO_0018906,follicular lymphoma,2,Small molecule,Histone deacetylase 1 inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000116478_MONDO_0018906_CHEMBL98
7142,ENSG00000116478_MONDO_0018906,0.0,0.0,0.0,0.17721182750378753,0.0,0.0,0.0,CHEMBL343448,ENSG00000116478,HDAC1,MONDO_0018906,follicular lymphoma,2,Protein,Histone deacetylase inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000116478_MONDO_0018906_CHEMBL343448
7145,ENSG00000119013_MONDO_0018906,0.0,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,CHEMBL1431,ENSG00000119013,NDUFB3,MONDO_0018906,follicular lymphoma,2,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000119013_MONDO_0018906_CHEMBL1431
