,id,name,therapeuticAreas,therapeuticAreas_text,cxg_matched_id
8641,MONDO_0013968,PGM1-congenital disorder of glycosylation,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020', 'EFO_0000319']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease', 'cardiovascular disease']",MONDO_0013968
8642,MONDO_0014410,spinocerebellar ataxia type 37,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0014410
8643,MONDO_0016197,qualitative or quantitative defects of selenoprotein N1,['EFO_0000618'],['nervous system disease'],MONDO_0016197
8644,MONDO_0016198,qualitative or quantitative defects of plectin,['EFO_0000618'],['nervous system disease'],MONDO_0016198
8645,MONDO_0016510,epibulbar lipodermoid-preauricular appendage-polythelia syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0016510
8646,MONDO_0016749,tumor of cranial and spinal nerves,"['EFO_0000618', 'MONDO_0045024']","['nervous system disease', 'cancer or benign tumor']",MONDO_0016749
8647,MONDO_0016910,partial deletion of the long arm of chromosome 11,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0016910
8648,MONDO_0017651,primary myoclonus,['EFO_0000618'],['nervous system disease'],MONDO_0017651
8649,MONDO_0017856,X-linked spasticity-intellectual disability-epilepsy syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0017856
8650,MONDO_0018112,isolated scaphocephaly,"['OTAR_0000006', 'OTAR_0000018', 'MONDO_0024458']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'disorder of visual system']",MONDO_0018112
8651,MONDO_0018973,patterned dystrophy of the retinal pigment epithelium,"['OTAR_0000018', 'MONDO_0024458', 'EFO_0000618']","['genetic, familial or congenital disease', 'disorder of visual system', 'nervous system disease']",MONDO_0018973
8652,MONDO_0019037,progressive supranuclear palsy,"['MONDO_0024458', 'EFO_0000618']","['disorder of visual system', 'nervous system disease']",MONDO_0019037
8653,MONDO_0019832,acquired pituitary hormone deficiency,"['EFO_0001379', 'EFO_0000618']","['endocrine system disease', 'nervous system disease']",MONDO_0019832
8654,MONDO_0019874,distal trisomy 7p,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0019874
8655,MONDO_0019891,monosomy 22,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0019891
8656,MONDO_0024320,inner ear neoplasm,"['MONDO_0021205', 'EFO_0000618', 'MONDO_0045024']","['disorder of ear', 'nervous system disease', 'cancer or benign tumor']",MONDO_0024320
8657,MONDO_0027749,serpinopathy,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0027749
8658,MONDO_0030057,"neurodevelopmental, jaw, eye, and digital syndrome",['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0030057
8659,MONDO_0030061,periventricular nodular heterotopia 9,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0030061
8660,MONDO_0033613,neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0033613
8661,MONDO_0034204,syndromic congenital sodium diarrhea,"['OTAR_0000018', 'EFO_0010282']","['genetic, familial or congenital disease', 'gastrointestinal disease']",MONDO_0034204
8662,MONDO_0700020,chromosome 13 disorder,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0700020
8663,Orphanet_139536,Distal hereditary motor neuropathy type 5,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_139536
8664,Orphanet_158,Systemic primary carnitine deficiency,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020', 'EFO_0000319']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease', 'cardiovascular disease']",Orphanet_158
8665,Orphanet_1804,Dyssegmental dysplasia - glaucoma,"['OTAR_0000018', 'MONDO_0024458']","['genetic, familial or congenital disease', 'disorder of visual system']",Orphanet_1804
8666,Orphanet_199337,Pancreatic insufficiency - anemia - hyperostosis,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020', 'EFO_0001379', 'EFO_0009605', 'EFO_0005803', 'EFO_0010282']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease', 'endocrine system disease', 'pancreas disease', 'hematologic disease', 'gastrointestinal disease']",Orphanet_199337
8667,Orphanet_2379,Early-onset parkinsonism - intellectual disability,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",Orphanet_2379
8668,Orphanet_26,Methylmalonic acidemia with homocystinuria,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0005803']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'hematologic disease']",Orphanet_26
8669,Orphanet_2823,Paraplegia - brachydactyly - cone-shaped epiphysis,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",Orphanet_2823
8670,Orphanet_398079,Prader-Willi-like syndrome due to point mutation,"['OTAR_0000020', 'EFO_0000618', 'OTAR_0000017', 'OTAR_0000018', 'EFO_0001379']","['nutritional or metabolic disease', 'nervous system disease', 'reproductive system or breast disease', 'genetic, familial or congenital disease', 'endocrine system disease']",Orphanet_398079
8671,Orphanet_70592,Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency,"['OTAR_0000018', 'EFO_0000540']","['genetic, familial or congenital disease', 'immune system disease']",Orphanet_70592
8672,Orphanet_98633,Goniodysgenesis,"['OTAR_0000018', 'MONDO_0024458']","['genetic, familial or congenital disease', 'disorder of visual system']",Orphanet_98633
8673,Orphanet_98915,Synaptic congenital myasthenic syndromes,"['OTAR_0000006', 'OTAR_0000018', 'MONDO_0024458']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'disorder of visual system']",Orphanet_98915
8674,EFO_0003949,eye color,['EFO_0000651'],['phenotype'],EFO_0003949
8675,EFO_0005232,endometrium adenocarcinoma,"['OTAR_0000017', 'MONDO_0045024']","['reproductive system or breast disease', 'cancer or benign tumor']",MONDO_0005461
8676,EFO_0005408,pyroglutamine measurement,['EFO_0001444'],['measurement'],EFO_0005408
8677,EFO_0005741,infectious disease,['EFO_0005741'],['infectious disease'],MONDO_0005550
8678,EFO_0006352,laryngeal squamous cell carcinoma,"['OTAR_0000010', 'MONDO_0045024']","['respiratory or thoracic disease', 'cancer or benign tumor']",MONDO_0005595
8679,EFO_0006871,beta wave measurement,['EFO_0001444'],['measurement'],EFO_0006871
8680,EFO_0006940,optic cup area measurement,['EFO_0001444'],['measurement'],EFO_0006940
8681,EFO_0007145,ancylostomiasis,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005645
8682,EFO_0008261,plasma protease C1 inhibitor measurement,['EFO_0001444'],['measurement'],EFO_0008261
8683,EFO_0009217,Hemoglobin D to Total Hemoglobin Ratio Measurement,['EFO_0001444'],['measurement'],EFO_0009217
8684,EFO_0009374,energy intake measurement,['EFO_0001444'],['measurement'],EFO_0009374
8685,EFO_0009408,abnormal vaginal discharge smell,['EFO_0000651'],['phenotype'],EFO_0009408
8686,EFO_0009694,beta-lactam allergy measurement,['EFO_0001444'],['measurement'],EFO_0009694
8687,EFO_0009769,histidine measurement,['EFO_0001444'],['measurement'],EFO_0009769
8688,EFO_0010137,leukocyte esterase measurement,['EFO_0001444'],['measurement'],EFO_0010137
8689,EFO_0010258,"inflammatory bowel disease, immunodeficiency, and encephalopathy",['OTAR_0000018'],"['genetic, familial or congenital disease']",EFO_0010258
8690,EFO_0010349,cholesteryl ester 20:5 measurement,['EFO_0001444'],['measurement'],EFO_0010349
8691,EFO_0010966,pneumonia severity measurement,['EFO_0001444'],['measurement'],EFO_0010966
8692,EFO_0020135,allograft inflammatory factor 1 measurement,['EFO_0001444'],['measurement'],EFO_0020135
8693,EFO_0020465,immunoglobulin G measurement,['EFO_0001444'],['measurement'],EFO_0020465
8694,EFO_0020595,neural cell adhesion molecule l1-like protein measurement,['EFO_0001444'],['measurement'],EFO_0020595
8695,EFO_0020667,protein amnionless measurement,['EFO_0001444'],['measurement'],EFO_0020667
8696,EFO_0021952,histone H2B type 2-E measurement,['EFO_0001444'],['measurement'],EFO_0021952
8697,EFO_0022148,total lipids in small VLDL,['EFO_0001444'],['measurement'],EFO_0022148
8698,EFO_0800153,xylose measurement,['EFO_0001444'],['measurement'],EFO_0800153
8699,EFO_0800408,1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5) measurement,['EFO_0001444'],['measurement'],EFO_0800408
8700,EFO_0800422,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2) measurement,['EFO_0001444'],['measurement'],EFO_0800422
8701,EFO_0800584,taurochenodeoxycholic acid 3-sulfate measurement,['EFO_0001444'],['measurement'],EFO_0800584
8702,EFO_0800618,sphingosine measurement,['EFO_0001444'],['measurement'],EFO_0800618
8703,EFO_0800848,X-23583 measurement,['EFO_0001444'],['measurement'],EFO_0800848
8704,EFO_0800967,ethyl glucuronide measurement,['EFO_0001444'],['measurement'],EFO_0800967
8705,EFO_0801187,N-docosanoyl taurine measurement,['EFO_0001444'],['measurement'],EFO_0801187
8706,EFO_0801319,sphingomyeline C18:0 measurement,['EFO_0001444'],['measurement'],EFO_0801319
8707,EFO_0801794,melanoma-associated antigen 3 measurement,['EFO_0001444'],['measurement'],EFO_0801794
8708,EFO_0802086,stabilin-1 measurement,['EFO_0001444'],['measurement'],EFO_0802086
8709,EFO_0802518,EF-hand calcium-binding domain-containing protein 14 measurement,['EFO_0001444'],['measurement'],EFO_0802518
8710,EFO_0802651,interferon-induced protein with tetratricopeptide repeats 2 measurement,['EFO_0001444'],['measurement'],EFO_0802651
8711,EFO_0802652,interleukin enhancer-binding factor 3 measurement,['EFO_0001444'],['measurement'],EFO_0802652
8712,EFO_0802709,linker for activation of T-cells family member 1 measurement,['EFO_0001444'],['measurement'],EFO_0802709
8713,EFO_0802970,proteoglycan 3 measurement,['EFO_0001444'],['measurement'],EFO_0802970
8714,EFO_0803020,rho guanine nucleotide exchange factor 7 measurement,['EFO_0001444'],['measurement'],EFO_0803020
8715,EFO_1000058,nasopharyngeal squamous cell carcinoma,"['OTAR_0000010', 'MONDO_0045024']","['respiratory or thoracic disease', 'cancer or benign tumor']",MONDO_0006060
8716,EFO_1000135,Borderline Ovarian Brenner Tumor,"['OTAR_0000017', 'EFO_0001379', 'MONDO_0045024']","['reproductive system or breast disease', 'endocrine system disease', 'cancer or benign tumor']",EFO_1000135
8717,EFO_1000646,papillary carcinoma,['MONDO_0045024'],['cancer or benign tumor'],MONDO_0006509
8718,EFO_1001003,kidney cortex necrosis,['EFO_0009690'],['urinary system disease'],MONDO_0006820
8719,EFO_1001037,meconium aspiration syndrome,['OTAR_0000010'],['respiratory or thoracic disease'],MONDO_0006851
8720,EFO_1001092,patellofemoral pain syndrome,['OTAR_0000006'],['musculoskeletal or connective tissue disease'],MONDO_0006894
8721,EFO_1001110,pituitary-dependent Cushing's disease,"['EFO_0001379', 'EFO_0000618']","['endocrine system disease', 'nervous system disease']",MONDO_0020528
8722,EFO_1001249,non-alcoholic steatohepatitis,"['EFO_0001379', 'EFO_0010282']","['endocrine system disease', 'gastrointestinal disease']",MONDO_0007027
8723,EFO_1001293,collagenous colitis,"['OTAR_0000018', 'EFO_0000540', 'EFO_0010282']","['genetic, familial or congenital disease', 'immune system disease', 'gastrointestinal disease']",MONDO_0000703
8724,EFO_1001434,Tendinopathy,['OTAR_0000006'],['musculoskeletal or connective tissue disease'],MONDO_0100010
8725,EFO_1001950,colon carcinoma,"['MONDO_0045024', 'EFO_0010282']","['cancer or benign tumor', 'gastrointestinal disease']",MONDO_0002032
8726,HP_0000753,Autism with high cognitive abilities,['EFO_0000651'],['phenotype'],HP_0000753
8727,HP_0002901,Hypocalcemia,['EFO_0000651'],['phenotype'],HP_0002901
8728,HP_0004277,Fractured hand bones,['EFO_0000651'],['phenotype'],HP_0004277
8729,MONDO_0000621,immune system cancer,"['EFO_0000540', 'MONDO_0045024']","['immune system disease', 'cancer or benign tumor']",MONDO_0000621
8730,MONDO_0001806,vaginal squamous tumor,"['OTAR_0000017', 'MONDO_0045024']","['reproductive system or breast disease', 'cancer or benign tumor']",MONDO_0001806
8731,MONDO_0005053,ischemic disease,['EFO_0000319'],['cardiovascular disease'],MONDO_0005053
8732,MONDO_0007230,Brachymorphism-onychodysplasia-dysphalangism syndrome,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0007230
8733,MONDO_0008547,thanatophoric dysplasia type 2,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0008547
8734,MONDO_0008663,snowflake vitreoretinal degeneration,"['OTAR_0000018', 'MONDO_0024458', 'EFO_0000618']","['genetic, familial or congenital disease', 'disorder of visual system', 'nervous system disease']",MONDO_0008663
8735,MONDO_0008712,acrocraniofacial dysostosis,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0008712
8736,MONDO_0008824,fetal akinesia deformation sequence,"['OTAR_0000018', 'OTAR_0000010']","['genetic, familial or congenital disease', 'respiratory or thoracic disease']",MONDO_0008824
8737,MONDO_0008827,progressive pseudorheumatoid arthropathy of childhood,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0008827
8738,MONDO_0008928,cataract-ataxia-deafness syndrome,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0008928
8739,MONDO_0009712,congenital multicore myopathy with external ophthalmoplegia,"['OTAR_0000006', 'EFO_0000618']","['musculoskeletal or connective tissue disease', 'nervous system disease']",MONDO_0009712
8740,MONDO_0010125,upper limb defect-eye and ear abnormalities syndrome,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010125
8741,MONDO_0010292,Uruguay Faciocardiomusculoskeletal syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0010292
8742,MONDO_0010464,X-linked cerebral-cerebellar-coloboma syndrome syndrome,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010464
8743,MONDO_0010559,MASA syndrome,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010559
8744,MONDO_0010758,Wieacker-Wolff syndrome,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0000618']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010758
8745,MONDO_0011340,congenital tracheal stenosis,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0011340
8746,MONDO_0011842,GRN-related frontotemporal lobar degeneration with Tdp43 inclusions,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0011842
8747,MONDO_0012095,intellectual disability-brachydactyly-Pierre Robin syndrome,"['OTAR_0000006', 'MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['musculoskeletal or connective tissue disease', 'psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0012095
8748,MONDO_0013579,methylmalonate semialdehyde dehydrogenase deficiency,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0013579
8749,MONDO_0014043,microcephalic primordial dwarfism due to ZNF335 deficiency,"['MONDO_0002025', 'OTAR_0000006', 'MONDO_0024458', 'EFO_0000618', 'OTAR_0000018']","['psychiatric disorder', 'musculoskeletal or connective tissue disease', 'disorder of visual system', 'nervous system disease', 'genetic, familial or congenital disease']",MONDO_0014043
8750,MONDO_0015091,autosomal dominant spastic paraplegia type 9,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0000618']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'nervous system disease']",MONDO_0015091
8751,MONDO_0015405,cerebrofacial arteriovenous metameric syndrome,"['MONDO_0045024', 'EFO_0000618', 'EFO_0000319']","['cancer or benign tumor', 'nervous system disease', 'cardiovascular disease']",MONDO_0015405
8752,MONDO_0015728,distal trisomy 15q,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0015728
8753,MONDO_0015813,primary cutaneous marginal zone B-cell lymphoma,"['EFO_0005803', 'OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0010285']","['hematologic disease', 'genetic, familial or congenital disease', 'cancer or benign tumor', 'immune system disease', 'integumentary system disease']",MONDO_0015813
8754,MONDO_0015817,aggressive primary cutaneous T-cell lymphoma,"['EFO_0005803', 'OTAR_0000018', 'MONDO_0045024', 'EFO_0010285']","['hematologic disease', 'genetic, familial or congenital disease', 'cancer or benign tumor', 'integumentary system disease']",MONDO_0015817
8755,MONDO_0016678,maternal disease-related embryofetopathy,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0016678
8756,MONDO_0016789,pyruvate metabolism disorder,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0016789
8757,MONDO_0017521,"hyperphalangy, unilateral","['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0017521
8758,MONDO_0018106,hereditary xanthinuria,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0009690']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'urinary system disease']",MONDO_0018106
8759,MONDO_0018745,superficial pemphigus,"['EFO_0000540', 'EFO_0010285']","['immune system disease', 'integumentary system disease']",MONDO_0018745
8760,MONDO_0019508,van der Woude syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0019508
8761,MONDO_0019718,lethal chondrodysplasia,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0019718
8762,MONDO_0019756,lobar holoprosencephaly,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0001379', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'endocrine system disease', 'nervous system disease']",MONDO_0019756
8763,MONDO_0021026,genetic epidermal appendage anomaly,"['OTAR_0000018', 'EFO_0010285']","['genetic, familial or congenital disease', 'integumentary system disease']",MONDO_0021026
8764,MONDO_0021143,melanocytic neoplasm,['MONDO_0045024'],['cancer or benign tumor'],MONDO_0021143
8765,MONDO_0024478,mesenchymal hamartoma,['MONDO_0045024'],['cancer or benign tumor'],MONDO_0024478
8766,MONDO_0030846,spermatogenic failure 48,"['OTAR_0000017', 'OTAR_0000018']","['reproductive system or breast disease', 'genetic, familial or congenital disease']",MONDO_0030846
8767,MONDO_0032936,"myopathy, congenital, with respiratory insufficiency and bone fractures",['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0032936
8768,MONDO_0700022,chromosome 15 disorder,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0700022
8769,MONDO_0700120,BAFopathy,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0700120
8770,Orphanet_141000,Orofaciodigital syndrome type 11,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",Orphanet_141000
8771,Orphanet_220489,Rare hereditary hemochromatosis,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0010282']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'gastrointestinal disease']",Orphanet_220489
8772,Orphanet_231242,Hemoglobin C - beta-thalassemia,"['OTAR_0000018', 'EFO_0005803']","['genetic, familial or congenital disease', 'hematologic disease']",Orphanet_231242
8773,Orphanet_254843,Exercise intolerance with lactic acidosis,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",Orphanet_254843
8774,Orphanet_3217,Deafness -  small bowel diverticulosis - neuropathy,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",Orphanet_3217
8775,Orphanet_363424,Hypotonia-cerebral atrophy-hyperglycinemia syndrome,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",Orphanet_363424
8776,Orphanet_397590,Silver-Russell syndrome due to a point mutation,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_397590
8777,Orphanet_585,Multiple sulfatase deficiency,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease']",Orphanet_585
8778,Orphanet_748,Mendelian susceptibility to mycobacterial diseases,"['OTAR_0000018', 'EFO_0000540']","['genetic, familial or congenital disease', 'immune system disease']",Orphanet_748
8779,Orphanet_79143,Congenital anonychia,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_79143
8780,Orphanet_95434,Autosomal recessive cerebellar ataxia - saccadic intrusion,"['OTAR_0000018', 'MONDO_0024458', 'EFO_0000618']","['genetic, familial or congenital disease', 'disorder of visual system', 'nervous system disease']",Orphanet_95434
8781,EFO_0000211,unspecified peripheral T-cell lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0005803']","['genetic, familial or congenital disease', 'cancer or benign tumor', 'hematologic disease']",MONDO_0004964
8782,EFO_0000433,duration,['EFO_0001444'],['measurement'],EFO_0000433
8783,EFO_0004145,myopathy,['OTAR_0000006'],['musculoskeletal or connective tissue disease'],MONDO_0005336
8784,EFO_0004261,osteitis deformans,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0005382
8785,EFO_0004581,interleukin 18 measurement,['EFO_0001444'],['measurement'],EFO_0004581
8786,EFO_0005266,serum selenium measurement,['EFO_0001444'],['measurement'],EFO_0005266
8787,EFO_0005410,tooth agenesis,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0010282']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'gastrointestinal disease']",MONDO_0005486
8788,EFO_0005774,brain disease,['EFO_0000618'],['nervous system disease'],MONDO_0005560
8789,EFO_0007370,milker's nodule,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005850
8790,EFO_0007502,subacute sclerosing panencephalitis,"['EFO_0005741', 'MONDO_0100336', 'EFO_0000618']","['infectious disease', 'infectious disease or post-infectious disorder', 'nervous system disease']",MONDO_0009835
8791,EFO_0007543,vulvovaginal candidiasis,"['OTAR_0000017', 'EFO_0005741', 'MONDO_0100336', 'EFO_0010285']","['reproductive system or breast disease', 'infectious disease', 'infectious disease or post-infectious disorder', 'integumentary system disease']",MONDO_0006014
8792,EFO_0007649,renal elimination rate measurement,['EFO_0001444'],['measurement'],EFO_0007649
8793,EFO_0007678,total fat intake measurement,['EFO_0001444'],['measurement'],EFO_0007678
8794,EFO_0007927,schizophrenia symptom severity measurement,['EFO_0001444'],['measurement'],EFO_0007927
8795,EFO_0008186,interleukin 5 receptor subunit alpha measurement,['EFO_0001444'],['measurement'],EFO_0008186
8796,EFO_0008251,non-receptor tyrosine-protein kinase TYK2 measurement,['EFO_0001444'],['measurement'],EFO_0008251
8797,EFO_0009006,hyperandrogenism,"['OTAR_0000017', 'EFO_0001379']","['reproductive system or breast disease', 'endocrine system disease']",EFO_0009006
8798,EFO_0009185,heart rate response to recovery post exercise,['EFO_0001444'],['measurement'],EFO_0009185
8799,EFO_0009287,interventricular septum thickness,['EFO_0001444'],['measurement'],EFO_0009287
8800,EFO_0010085,anti-tetanus toxoid IgG measurement,['EFO_0001444'],['measurement'],EFO_0010085
8801,EFO_0010313,limbic lobe volume measurement,['EFO_0001444'],['measurement'],EFO_0010313
8802,EFO_0010337,ventral diencephalon volume measurement,['EFO_0001444'],['measurement'],EFO_0010337
8803,EFO_0010978,chemotherapy-induced cytotoxicity measurement,['EFO_0001444'],['measurement'],EFO_0010978
8804,EFO_0020525,lactoperoxidase measurement,['EFO_0001444'],['measurement'],EFO_0020525
8805,EFO_0021229,X-11412 measurement,['EFO_0001444'],['measurement'],EFO_0021229
8806,EFO_0021396,"indoleacetate-to-N2,N2-dimethylguanosine ratio",['EFO_0001444'],['measurement'],EFO_0021396
8807,EFO_0021445,cholesteryl ester 24:0 measurement,['EFO_0001444'],['measurement'],EFO_0021445
8808,EFO_0021509,cholate measurement,['EFO_0001444'],['measurement'],EFO_0021509
8809,EFO_0021603,Hydrocinnamic acid measurement,['EFO_0001444'],['measurement'],EFO_0021603
8810,EFO_0022135,X-24747 measurement,['EFO_0001444'],['measurement'],EFO_0022135
8811,EFO_0800047,3-methylglutaconate measurement,['EFO_0001444'],['measurement'],EFO_0800047
8812,EFO_0800397,vaccenate (18:1) measurement,['EFO_0001444'],['measurement'],EFO_0800397
8813,EFO_0800453,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) measurement,['EFO_0001444'],['measurement'],EFO_0800453
8814,EFO_0801024,perfluorooctanoate (PFOA) measurement,['EFO_0001444'],['measurement'],EFO_0801024
8815,EFO_0801656,gremlin-2 measurement,['EFO_0001444'],['measurement'],EFO_0801656
8816,EFO_0801898,polycomb protein SCMH1 measurement,['EFO_0001444'],['measurement'],EFO_0801898
8817,EFO_0802352,cadherin-related family member 3 measurement,['EFO_0001444'],['measurement'],EFO_0802352
8818,EFO_0802457,DDB1- and CUL4-associated factor 5 measurement,['EFO_0001444'],['measurement'],EFO_0802457
8819,EFO_0802600,"histidine triad nucleotide-binding protein 2, mitochondrial measurement",['EFO_0001444'],['measurement'],EFO_0802600
8820,EFO_0802659,interleukin-32 measurement,['EFO_0001444'],['measurement'],EFO_0802659
8821,EFO_0802755,motor neuron and pancreas homeobox protein 1 measurement,['EFO_0001444'],['measurement'],EFO_0802755
8822,EFO_0802773,myotubularin-related protein 1 measurement,['EFO_0001444'],['measurement'],EFO_0802773
8823,EFO_0802846,pappalysin-2 measurement,['EFO_0001444'],['measurement'],EFO_0802846
8824,EFO_0803222,UDP-glucuronosyltransferase 1-8 measurement,['EFO_0001444'],['measurement'],EFO_0803222
8825,EFO_0803302,PH and SEC7 domain-containing protein 1 measurement,['EFO_0001444'],['measurement'],EFO_0803302
8826,EFO_0803327,R-6-hydroxywarfarin measurement,['EFO_0001444'],['measurement'],EFO_0803327
8827,EFO_1000107,Benign Brain Neoplasm,"['EFO_0000618', 'MONDO_0045024']","['nervous system disease', 'cancer or benign tumor']",MONDO_0021451
8828,EFO_1000159,Cerebellar Liponeurocytoma,"['MONDO_0045024', 'EFO_0000618']","['cancer or benign tumor', 'nervous system disease']",MONDO_0006131
8829,EFO_1000323,Liver Diffuse Large B-Cell Lymphoma,"['EFO_0005803', 'OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0001379', 'EFO_0010282']","['hematologic disease', 'genetic, familial or congenital disease', 'cancer or benign tumor', 'immune system disease', 'endocrine system disease', 'gastrointestinal disease']",MONDO_0006268
8830,EFO_1000776,viral exanthem,['EFO_0010285'],['integumentary system disease'],MONDO_0006619
