,drugName,drugid,description,drugtype,maxPhase,withdrawn,blackBox,approvalYear,list_targets,list_diseases,has_any_sc_evidence,has_any_genetic_evidence,num_indications,mechanism,action_type,target_type
1115,METHYLENE BLUE,CHEMBL550495,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2016 and is indicated for urinary tract infection and has 15 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2016,[],"['EFO_0001358', 'MONDO_0100096', 'EFO_0007444', 'EFO_0000694', 'HP_0000952', 'EFO_0006834', 'MONDO_0004975', 'EFO_0000546', 'HP_0100806', 'EFO_1001216', 'EFO_0001068', 'EFO_0007287', 'EFO_0003901', 'EFO_0003030', 'MONDO_0004985', 'EFO_0003103']",False,False,16,,,
1116,MOMELOTINIB,CHEMBL1078178,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,"['ENSG00000162434', 'ENSG00000096968']","['EFO_0000479', 'EFO_0002517', 'EFO_0002429', 'EFO_0002430', 'EFO_0003060', 'MONDO_0044903']",False,False,6,Tyrosine-protein kinase JAK1 inhibitor Tyrosine-protein kinase JAK2 inhibitor ,INHIBITOR ,single protein 
1117,AZATHIOPRINE,CHEMBL1542,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1968 and is indicated for rheumatoid arthritis and immune system disease and has 35 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1968,['ENSG00000128059'],"['EFO_0000318', 'EFO_0003818', 'EFO_0003884', 'EFO_0000729', 'MONDO_0007915', 'EFO_0005761', 'EFO_0004826', 'EFO_0000545', 'EFO_0000384', 'HP_0001873', 'EFO_0005297', 'MONDO_0011382', 'EFO_0000685', 'EFO_1001857', 'EFO_0004719', 'EFO_0000182', 'EFO_0007208', 'EFO_0004274', 'EFO_0004244', 'EFO_0009448', 'MONDO_0019249', 'EFO_0006803', 'EFO_0005676', 'EFO_0004256', 'EFO_0003767', 'EFO_0007187', 'EFO_1000784', 'EFO_0001423', 'EFO_0004991', 'HP_0000964', 'EFO_0000222', 'EFO_1000749', 'EFO_0000768', 'EFO_0000540', 'EFO_0004194', 'EFO_0005531', 'EFO_0000198']",False,False,37,Amidophosphoribosyltransferase inhibitor ,INHIBITOR ,single protein 
1118,TIGATUZUMAB,CHEMBL1743080,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 7 investigational indications.,,3.0,,False,no approval year,['ENSG00000120889'],"['MONDO_0004992', 'MONDO_0008170', 'EFO_0000574', 'EFO_0004142', 'EFO_0003060', 'EFO_0002618', 'EFO_0000182']",False,False,7,Tumor necrosis factor receptor superfamily member 10B agonist ,AGONIST ,single protein 
1119,NIVOLUMAB,CHEMBL2108738,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and has 13 approved and 133 investigational indications.,,4.0,,False,2015,['ENSG00000188389'],"['MONDO_0001657', 'EFO_0000305', 'MONDO_0002691', 'MONDO_0011962', 'EFO_1001972', 'EFO_1001949', 'EFO_0009709', 'EFO_0003968', 'MONDO_0007187', 'MONDO_0002158', 'EFO_0004243', 'EFO_0004197', 'EFO_0000183', 'MONDO_0002120', 'EFO_0000691', 'MONDO_0021148', 'EFO_0000096', 'EFO_0000565', 'EFO_0000403', 'EFO_0005537', 'EFO_0000519', 'EFO_0002618', 'EFO_0006859', 'EFO_0003891', 'EFO_0000198', 'EFO_0000621', 'EFO_0000211', 'EFO_0000228', 'EFO_0000180', 'EFO_0000770', 'MONDO_0021117', 'EFO_1001469', 'MONDO_0008170', 'EFO_1001951', 'MONDO_0007254', 'EFO_0001061', 'EFO_1001931', 'MONDO_0002928', 'EFO_1001465', 'MONDO_0100342', 'EFO_0000182', 'EFO_1000613', 'HP_0100806', 'EFO_0002916', 'EFO_0002617', 'EFO_0000708', 'MONDO_0016642', 'MONDO_0008903', 'MONDO_0002547', 'MONDO_0015760', 'EFO_0000294', 'MONDO_0002367', 'EFO_1001051', 'EFO_0000632', 'MONDO_0017582', 'MONDO_0100096', 'EFO_0000365', 'EFO_0000339', 'EFO_0005543', 'EFO_0000181', 'EFO_0001642', 'EFO_0000637', 'MONDO_0003060', 'MONDO_0001187', 'EFO_0000220', 'EFO_0000571', 'MONDO_0024503', 'MONDO_0002108', 'EFO_0000588', 'HP_0002745', 'EFO_0008524', 'EFO_0002517', 'EFO_0000616', 'EFO_0007541', 'EFO_0007466', 'EFO_1000984', 'EFO_1001950', 'EFO_0001416', 'MONDO_0001056', 'EFO_0003833', 'MONDO_0008315', 'EFO_0003032', 'EFO_1000251', 'MONDO_0002087', 'EFO_0000196', 'EFO_0002892', 'EFO_0003085', 'EFO_0005221', 'EFO_0004142', 'EFO_0000564', 'MONDO_0011719', 'EFO_1001512', 'MONDO_0002038', 'EFO_0000707', 'EFO_1000657', 'EFO_0003050', 'EFO_0005922', 'EFO_0004239', 'MONDO_0044704', 'EFO_0001075', 'EFO_0000349', 'EFO_1001471', 'MONDO_0007576', 'MONDO_0002898', 'EFO_0000503', 'EFO_0000326', 'EFO_0000514', 'MONDO_0009348', 'EFO_1001968', 'EFO_0000199', 'EFO_0001378', 'EFO_0003060', 'EFO_0005952', 'EFO_0000702', 'EFO_0000756', 'MONDO_0020634', 'EFO_0003016', 'EFO_0000389', 'MONDO_0018906', 'EFO_0008528', 'MONDO_0004669', 'EFO_0000558', 'EFO_0000681', 'EFO_1000796', 'EFO_0000640', 'EFO_0000574', 'MONDO_0004986', 'EFO_1000209', 'EFO_0004193', 'EFO_0004284', 'MONDO_0000870', 'EFO_0000095', 'EFO_0000673', 'EFO_0007304', 'EFO_0000313', 'MONDO_0004992', 'MONDO_0021063', 'EFO_1000785', 'EFO_0004252', 'MONDO_0044881', 'EFO_0003863', 'MONDO_0008978', 'EFO_0000335', 'EFO_1000026', 'EFO_0000222', 'MONDO_0002974']",True,False,146,Programmed cell death protein 1 inhibitor ,INHIBITOR ,single protein 
1120,CALCIUM,CHEMBL2146121,Small molecule drug with a maximum clinical trial phase of IV (across all indications) and has 43 investigational indications.,,4.0,,False,no approval year,[],"['EFO_0001073', 'MONDO_0004985', 'EFO_0007319', 'EFO_0007176', 'EFO_0005406', 'EFO_0000660', 'EFO_0008519', 'EFO_0003884', 'EFO_0004288', 'MONDO_0002171', 'EFO_0003777', 'EFO_0003762', 'EFO_0000537', 'EFO_0000574', 'EFO_0003843', 'EFO_0004142', 'EFO_0004261', 'EFO_0000668', 'EFO_0003931', 'MONDO_0011972', 'MONDO_0005271', 'EFO_0003922', 'EFO_0003964', 'EFO_1001375', 'MONDO_0005180', 'EFO_0003854', 'MONDO_0004992', 'MONDO_0007254', 'HP_0000938', 'EFO_0009451', 'EFO_1001951', 'EFO_0003869', 'HP_0002901', 'MONDO_0019019', 'EFO_0002609', 'EFO_0000764', 'EFO_0000546', 'EFO_0000565', 'EFO_0003819', 'MONDO_0008315', 'EFO_0002618', 'EFO_0003144', 'EFO_0003882']",False,False,43,,,
1121,SITAXENTAN,CHEMBL282724,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2006 and is indicated for hypertension and has 6 investigational indications. It was withdrawn in at least one region.,,4.0,,False,2006,"['ENSG00000136160', 'ENSG00000151617']","['MONDO_0005149', 'EFO_0000537', 'HP_0000093', 'EFO_1000899', 'EFO_0001361', 'MONDO_0004979', 'EFO_0003884']",False,False,7,"Endothelin receptor, ET-A/ET-B antagonist ",ANTAGONIST ,protein family 
1122,AZD-3759,CHEMBL3623290,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,['ENSG00000146648'],['EFO_0003060'],False,True,1,Epidermal growth factor receptor erbB1 inhibitor ,INHIBITOR ,single protein 
1123,FULACIMSTAT,CHEMBL4297596,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,2.0,,False,no approval year,['ENSG00000092009'],"['EFO_0000612', 'EFO_0000401', 'EFO_0003144']",False,False,3,Chymase inhibitor ,INHIBITOR ,single protein 
1124,HYDROCHLOROTHIAZIDE,CHEMBL435,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1959 and has 11 approved and 13 investigational indications.,,4.0,,False,1959,['ENSG00000070915'],"['EFO_0001422', 'EFO_0003913', 'EFO_0000319', 'EFO_0000400', 'MONDO_0005148', 'Orphanet_79292', 'EFO_0003884', 'EFO_0000668', 'EFO_0004278', 'EFO_0009373', 'EFO_0000537', 'EFO_0001645', 'EFO_0000612', 'HP_0003124', 'EFO_0004255', 'EFO_0003914', 'EFO_0004253', 'EFO_0000195', 'MONDO_0001134', 'EFO_0003086', 'EFO_1001496', 'EFO_0000668', 'EFO_0000373', 'MONDO_0002462']",False,False,24,Thiazide-sensitive sodium-chloride cotransporter inhibitor ,INHIBITOR ,single protein 
1125,PUCOTENLIMAB,CHEMBL4650472,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 7 investigational indications.,,3.0,,False,no approval year,['ENSG00000188389'],"['EFO_0000756', 'EFO_0000182', 'MONDO_0001056', 'EFO_0000616', 'MONDO_0001187', 'MONDO_0002108', 'EFO_0003060']",False,False,7,Programmed cell death protein 1 inhibitor ,INHIBITOR ,single protein 
1126,INIPARIB,CHEMBL1170047,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0008170', 'EFO_0003060', 'EFO_0000708', 'MONDO_0007254', 'EFO_1000613', 'EFO_0000616']",False,False,6,,,
1127,MARAVIROC,CHEMBL1201187,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2007 and has 4 approved and 17 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2007,['ENSG00000160791'],"['EFO_0000198', 'EFO_0000764', 'MONDO_0100096', 'EFO_0000685', 'EFO_0000403', 'EFO_0000183', 'EFO_0000544', 'EFO_0000339', 'EFO_0002608', 'MONDO_0018906', 'MONDO_0044881', 'EFO_0000095', 'EFO_0000765', 'EFO_0000558', 'EFO_0000712', 'MONDO_0013730', 'EFO_0004211', 'EFO_0000763', 'EFO_0000180', 'HP_0100543', 'MONDO_0021094']",True,False,21,C-C chemokine receptor type 5 antagonist ,ANTAGONIST ,single protein 
1128,IPRATROPIUM,CHEMBL1621597,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1986 and has 10 approved and 6 investigational indications.,,4.0,,False,1986,['ENSG00000133019'],"['MONDO_0005180', 'HP_0025428', 'HP_0002307', 'EFO_0008590', 'EFO_0006505', 'EFO_0000464', 'HP_0001742', 'Orphanet_1764', 'EFO_0000341', 'EFO_0003956', 'EFO_0000341', 'EFO_0001361', 'EFO_0007214', 'HP_0006536', 'EFO_0000274', 'MONDO_0004979']",True,True,16,Muscarinic acetylcholine receptor M3 antagonist ,ANTAGONIST ,single protein 
1129,COLESTILAN CHLORIDE,CHEMBL2103800,Small molecule drug with a maximum clinical trial phase of IV (across all indications) and has 2 investigational indications.,,4.0,,False,no approval year,[],"['MONDO_0005148', 'EFO_0003884']",False,False,2,,,
1130,IMETELSTAT,CHEMBL2107856,Oligonucleotide drug with a maximum clinical trial phase of III (across all indications) and has 9 investigational indications.,,3.0,,False,no approval year,['ENSG00000164362'],"['MONDO_0044903', 'EFO_0000621', 'EFO_0000479', 'EFO_0001378', 'EFO_0003060', 'MONDO_0007254', 'EFO_0000198', 'EFO_0000574', 'EFO_0002429']",False,True,9,Telomerase reverse transcriptase inhibitor ,INHIBITOR ,single protein 
1131,SERELAXIN,CHEMBL2108358,Protein drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,"['ENSG00000171509', 'ENSG00000133105']","['EFO_0001421', 'EFO_0000668', 'EFO_0001645', 'EFO_0003144', 'EFO_0000319', 'EFO_0003884']",False,False,6,Relaxin receptor 1 activator Relaxin receptor 2 activator ,ACTIVATOR ,single protein 
1132,DEMCIZUMAB,CHEMBL2109384,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,['ENSG00000128917'],"['EFO_0002618', 'EFO_1001951', 'EFO_0003060', 'EFO_0000616']",False,False,4,Delta-like protein 4 inhibitor ,INHIBITOR ,single protein 
1133,VOCLOSPORIN,CHEMBL2218919,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for lupus nephritis and immune system disease and has 10 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2021,['ENSG00000138814'],"['EFO_1000986', 'EFO_1000811', 'EFO_1001119', 'EFO_1000906', 'EFO_1001082', 'EFO_0003086', 'EFO_1001231', 'MONDO_0007915', 'EFO_0005761', 'EFO_0004236', 'EFO_0000540', 'EFO_0000676']",False,True,12,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform inhibitor ",INHIBITOR ,single protein 
1134,ERTEBEREL,CHEMBL278703,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,['ENSG00000140009'],"['MONDO_0005090', 'EFO_0000284']",False,False,2,Estrogen receptor beta agonist ,AGONIST ,single protein 
1135,TIPIFARNIB,CHEMBL289228,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 44 investigational indications.,,3.0,,False,no approval year,"['ENSG00000168522', 'ENSG00000257365']","['EFO_0005235', 'EFO_0000565', 'EFO_0002430', 'MONDO_0002108', 'EFO_0000305', 'MONDO_0001187', 'EFO_0000218', 'EFO_1001951', 'EFO_0002429', 'EFO_0003869', 'EFO_1000984', 'EFO_0001378', 'EFO_1001779', 'MONDO_0008315', 'EFO_0000616', 'EFO_0002618', 'EFO_0003028', 'EFO_1000309', 'EFO_0000632', 'MONDO_0004992', 'MONDO_0008903', 'MONDO_0007254', 'EFO_0003060', 'EFO_0002428', 'EFO_0006861', 'EFO_1000158', 'EFO_0000756', 'EFO_0000198', 'EFO_0002939', 'EFO_0000479', 'EFO_0008528', 'EFO_0003027', 'MONDO_0019469', 'MONDO_0021633', 'EFO_0000222', 'EFO_0000223', 'EFO_0000095', 'EFO_1001465', 'EFO_0000181', 'EFO_1001469', 'EFO_1001933', 'EFO_0000519', 'MONDO_0021310', 'EFO_0000339']",True,False,44,Protein farnesyltransferase inhibitor ,INHIBITOR ,protein complex 
1136,URIDINE TRIPHOSPHATE,CHEMBL336296,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0004244', 'MONDO_0008903']",False,False,2,,,
1137,DOVITINIB LACTATE,CHEMBL4297063,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0003060', 'EFO_0002517']",False,False,2,,,
1138,CLN-081,CHEMBL4650281,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,['ENSG00000146648'],['EFO_0003060'],False,True,1,Epidermal growth factor receptor erbB1 inhibitor ,INHIBITOR ,single protein 
1139,ICENTICAFTOR,CHEMBL4650318,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,2.0,,False,no approval year,['ENSG00000001626'],"['HP_0001399', 'EFO_0000341', 'MONDO_0009061']",False,True,3,Cystic fibrosis transmembrane conductance regulator activator ,ACTIVATOR ,single protein 
1140,FESOMERSEN SODIUM,CHEMBL5095313,Oligonucleotide drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,[],['EFO_0003884'],False,False,1,,,
1141,"LACTOFERRIN, BOVINE",CHEMBL5095320,Unknown drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,3.0,,False,no approval year,[],"['HP_0040187', 'HP_0002014', 'MONDO_0100096']",False,False,3,,,
1142,PYRUVATE,CHEMBL1162144,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0000673', 'MONDO_0007254', 'MONDO_0004979', 'MONDO_0009061']",False,False,4,,,
1143,EFALIZUMAB,CHEMBL1201575,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2003 and is indicated for immune system disease and has 9 investigational indications. It was withdrawn in at least one region.,,4.0,,False,2003,"['ENSG00000005844', 'ENSG00000160255']","['EFO_1000710', 'EFO_0001365', 'EFO_0003778', 'EFO_0000676', 'EFO_0003884', 'EFO_0000699', 'EFO_0000274', 'MONDO_0005147', 'EFO_0000540', 'EFO_0000685']",True,False,10,Integrin alpha-L/beta-2 (LFA-1) inhibitor ,INHIBITOR ,protein complex 
1144,FULVESTRANT,CHEMBL1358,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2002 and has 5 approved and 28 investigational indications.,,4.0,,False,2002,"['ENSG00000140009', 'ENSG00000091831']","['MONDO_0004992', 'EFO_0008528', 'MONDO_0011962', 'MONDO_0007915', 'MONDO_0008903', 'EFO_1001951', 'MONDO_0000088', 'MONDO_0008315', 'EFO_0000432', 'EFO_0003859', 'EFO_0002618', 'EFO_0000616', 'EFO_1000919', 'EFO_0000313', 'EFO_0003869', 'MONDO_0007254', 'EFO_0009708', 'EFO_0000305', 'MONDO_0018919', 'EFO_0000553', 'EFO_0001361', 'Orphanet_145', 'EFO_0005952', 'EFO_0006318', 'EFO_0000588', 'MONDO_0008170', 'EFO_0000574', 'EFO_0000181', 'EFO_1001512', 'EFO_0000702', 'EFO_1001331', 'EFO_0003060', 'EFO_0000673']",False,True,33,Estrogen receptor antagonist ,ANTAGONIST ,protein family 
1145,NIROGACESTAT,CHEMBL1770916,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,"['ENSG00000117362', 'ENSG00000205155', 'ENSG00000138613', 'ENSG00000080815', 'ENSG00000162736', 'ENSG00000143801']","['EFO_0003869', 'EFO_0001378', 'EFO_0002618', 'EFO_0009907', 'EFO_0000616', 'MONDO_0007254']",True,False,6,Gamma-secretase inhibitor ,INHIBITOR ,protein complex 
1146,DACTOLISIB,CHEMBL1879463,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 10 investigational indications.,,3.0,,False,no approval year,"['ENSG00000145675', 'ENSG00000051382', 'ENSG00000105851', 'ENSG00000121879', 'ENSG00000105647', 'ENSG00000171608', 'ENSG00000141506', 'ENSG00000117461', 'ENSG00000198793']","['MONDO_0007254', 'EFO_0000616', 'MONDO_0004992', 'MONDO_0100096', 'MONDO_0008315', 'EFO_1000045', 'EFO_0000544', 'MONDO_0002367', 'MONDO_0011962', 'EFO_1000601']",True,False,10,Serine/threonine-protein kinase mTOR inhibitor PI3-kinase class I inhibitor ,INHIBITOR ,single protein protein complex group 
1147,MARGETUXIMAB,CHEMBL2364649,Antibody drug with a maximum clinical trial phase of IV that was first approved in 2020 and is indicated for breast cancer. This drug has a black box warning from the FDA.,,4.0,,True,2020,['ENSG00000141736'],['MONDO_0007254'],False,False,1,Receptor protein-tyrosine kinase erbB-2 inhibitor ,INHIBITOR ,single protein 
1148,BERBERINE,CHEMBL295124,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 8 investigational indications.,,3.0,,False,no approval year,[],"['EFO_1001121', 'EFO_0000729', 'MONDO_0005148', 'EFO_0005406', 'EFO_0003095', 'Orphanet_79211', 'EFO_0000571', 'EFO_0000400']",False,False,8,,,
1149,MUREPAVADIN,CHEMBL3946483,Protein drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0003106', 'EFO_0003086']",False,False,2,LPS-assembly protein LptD inhibitor ,INHIBITOR ,single protein 
1150,UPAMOSTAT,CHEMBL4206119,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,[],"['MONDO_0007254', 'MONDO_0100096']",False,False,2,,,
1151,CILENGITIDE,CHEMBL429876,Protein drug with a maximum clinical trial phase of III (across all indications) and has 20 investigational indications.,,3.0,,False,no approval year,"['ENSG00000138448', 'ENSG00000082781', 'ENSG00000259207']","['EFO_0006861', 'MONDO_0008315', 'EFO_0000198', 'EFO_0000756', 'EFO_1000026', 'MONDO_0021633', 'EFO_0000519', 'EFO_0002428', 'EFO_1001465', 'EFO_0003086', 'EFO_0003060', 'EFO_0001378', 'EFO_0000326', 'EFO_0002499', 'EFO_0002501', 'EFO_0000565', 'EFO_0000707', 'EFO_1000158', 'EFO_0000691', 'EFO_0000616']",False,False,20,Integrin alpha-V/beta-3 antagonist Integrin alpha-V/beta-5 antagonist ,ANTAGONIST ,protein complex 
1152,VADIMEZAN,CHEMBL71263,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0000616', 'MONDO_0008903', 'MONDO_0008315', 'EFO_0008528', 'EFO_0003060']",False,False,5,,,
1153,TERBINAFINE,CHEMBL822,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1992 and is indicated for tinea and has 4 investigational indications.,,4.0,,False,1992,[],"['EFO_0007512', 'EFO_0000384', 'EFO_0007512', 'MONDO_0002041', 'EFO_0007510', 'EFO_0000729']",False,False,6,Squalene monooxygenase inhibitor ,INHIBITOR ,single protein 
1154,ROSIGLITAZONE,CHEMBL121,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1999 and is indicated for diabetes mellitus and type 2 diabetes mellitus and has 43 investigational indications. It was withdrawn in at least one region. This drug has a black box warning from the FDA.,,4.0,,True,1999,['ENSG00000132170'],"['MONDO_0004992', 'HP_0001952', 'EFO_1001373', 'MONDO_0004979', 'MONDO_0007254', 'EFO_0000400', 'HP_0003124', 'MONDO_0005148', 'EFO_0000691', 'EFO_1001051', 'EFO_0003914', 'EFO_0000616', 'EFO_0006911', 'EFO_0001068', 'MONDO_0005148', 'EFO_0003914', 'HP_0100543', 'EFO_0000764', 'Orphanet_309005', 'EFO_1001110', 'EFO_0007444', 'EFO_0004236', 'EFO_0000195', 'EFO_0000373', 'EFO_0000589', 'EFO_0004272', 'EFO_0002614', 'EFO_1000785', 'HP_0002745', 'EFO_0000685', 'EFO_0004234', 'EFO_0000764', 'EFO_1000158', 'EFO_0000729', 'EFO_0001065', 'EFO_0001645', 'EFO_1001249', 'EFO_0000400', 'EFO_0002546', 'EFO_1001121', 'EFO_1000783', 'EFO_0003095', 'MONDO_0004975', 'EFO_0000537', 'EFO_0006859', 'EFO_0000673', 'EFO_0002614']",True,False,47,Peroxisome proliferator-activated receptor gamma agonist ,AGONIST ,single protein 
1155,CHLOROQUINE SULPHATE,CHEMBL2095223,Small molecule drug with a maximum clinical trial phase of IV and has 1 investigational indication.,,4.0,,False,no approval year,[],['MONDO_0100096'],False,False,1,,,
1156,PEGINTERFERON LAMBDA-1A,CHEMBL2108723,Protein drug with a maximum clinical trial phase of III (across all indications) and has 7 investigational indications.,,3.0,,False,no approval year,"['ENSG00000243646', 'ENSG00000185436']","['EFO_0000694', 'EFO_0004220', 'EFO_0007304', 'MONDO_0100096', 'EFO_0004197', 'EFO_0004239', 'EFO_0003047']",True,True,7,Interferon lambda receptor agonist ,AGONIST ,protein complex 
1157,AZD2423,CHEMBL3545221,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,2.0,,False,no approval year,['ENSG00000121807'],"['EFO_0003843', 'EFO_0000341', 'EFO_0005762']",False,False,3,C-C chemokine receptor type 2 antagonist ,ANTAGONIST ,single protein 
1158,MAVELERTINIB,CHEMBL3989970,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,['ENSG00000146648'],['EFO_0003060'],False,True,1,Epidermal growth factor receptor erbB1 inhibitor ,INHIBITOR ,single protein 
1159,VERAPAMIL,CHEMBL6966,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1981 and has 4 approved and 17 investigational indications.,,4.0,,False,1981,"['ENSG00000151067', 'ENSG00000081248', 'ENSG00000157388', 'ENSG00000102001']","['HP_0004308', 'Orphanet_33069', 'EFO_0004616', 'MONDO_0005148', 'EFO_0003843', 'MP_0001914', 'EFO_0000384', 'EFO_0000275', 'MONDO_0100096', 'EFO_0003890', 'EFO_0000319', 'EFO_0004269', 'EFO_0000319', 'EFO_1001413', 'EFO_0000400', 'MONDO_0005147', 'EFO_0003144', 'EFO_0000183', 'EFO_0000275', 'HP_0002140', 'MONDO_0004985', 'EFO_0000537']",False,True,22,Voltage-gated L-type calcium channel blocker ,BLOCKER ,protein family 
1160,QUINIDINE,CHEMBL1294,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1950 and has 3 approved and 15 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1950,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']","['EFO_0001068', 'EFO_0004278', 'HP_0004308', 'EFO_0004287', 'HP_0002019', 'EFO_0000275', 'EFO_0004269', 'MONDO_0004976', 'EFO_1001413', 'EFO_0000612', 'MONDO_0004976', 'MONDO_0002050', 'MONDO_0005277', 'MONDO_0002009', 'MONDO_0005301', 'EFO_1001249', 'EFO_0003758', 'EFO_0004197']",False,False,18,Sodium channel alpha subunit blocker ,BLOCKER ,protein family 
1161,FLUTICASONE FUROATE,CHEMBL1676,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2007 and has 7 approved and 2 investigational indications.,,4.0,,False,2007,['ENSG00000113580'],"['MONDO_0004979', 'EFO_0008521', 'EFO_0007533', 'HP_0001742', 'HP_0006536', 'EFO_1001417', 'EFO_0003956', 'EFO_0005854', 'EFO_0000341']",False,True,9,Glucocorticoid receptor agonist ,AGONIST ,single protein 
1162,CARLUMAB,CHEMBL1742999,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,2.0,,False,no approval year,['ENSG00000108691'],"['EFO_0009448', 'MONDO_0008315', 'MONDO_0004992']",False,False,3,C-C motif chemokine 2 inhibitor ,INHIBITOR ,single protein 
