,ti_uid,indication_mesh_term,gene_name,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,disease_relevant_tissues,dtr_blood,dtr_lymph_node,dtr_bone_marrow,dtr_lung,dtr_nose,dtr_eye,dtr_small_intestine,dtr_esophagus,dtr_colon,dtr_liver,dtr_skin,dtr_heart,dtr_brain,dtr_kidney,dtr_prostate,gene_id
7107,MGMT-D001855,Bone Marrow Diseases,MGMT,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000170430
7108,MGMT-D009190,Myelodysplastic Syndromes,MGMT,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000170430
7109,MGP-D002318,Cardiovascular Diseases,MGP,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000111341
7110,MIF-D000544,Alzheimer Disease,MIF,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000240972
7111,MIF-D001172,"Arthritis, Rheumatoid",MIF,Preclinical,,,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000240972
7112,MIF-D001249,Asthma,MIF,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000240972
7113,MIF-D001327,Autoimmune Diseases,MIF,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000240972
7114,MIF-D002318,Cardiovascular Diseases,MIF,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000240972
7115,MIF-D003093,"Colitis, Ulcerative",MIF,Phase II,True,True,False,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000240972
7116,MIF-D003424,Crohn Disease,MIF,Phase II,True,True,False,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000240972
7117,MIF-D003922,"Diabetes Mellitus, Type 1",MIF,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000240972
7118,MIF-D006976,"Hypertension, Pulmonary",MIF,Preclinical,,,,,unsupported target,"lung,nose,heart",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,ENSG00000240972
7119,MIF-D008180,"Lupus Erythematosus, Systemic",MIF,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000240972
7120,MIF-D008181,Lupus Nephritis,MIF,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000240972
7121,MIF-D008268,Macular Degeneration,MIF,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000240972
7122,MIF-D009103,Multiple Sclerosis,MIF,Preclinical,,,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000240972
7123,MIF-D009293,Opioid-Related Disorders,MIF,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000240972
7124,MIF-D009393,Nephritis,MIF,Phase II,True,True,False,,unsupported target,kidney,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ENSG00000240972
7125,MIF-D009437,Neuralgia,MIF,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000240972
7126,MIF-D011565,Psoriasis,MIF,Preclinical,False,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000240972
7127,MIF-D015212,Inflammatory Bowel Diseases,MIF,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000240972
7128,MIF-D050197,Atherosclerosis,MIF,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000240972
7129,MIF-D054990,Idiopathic Pulmonary Fibrosis,MIF,Preclinical,,,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000240972
7130,MIR107-D065626,Non-alcoholic Fatty Liver Disease,MIR107,Phase II,True,True,False,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000198997
7131,MIR122-D006526,Hepatitis C,MIR122,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000284440
7132,MIR126-D016491,Peripheral Vascular Diseases,MIR126,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000199161
7133,MIR126-D017719,Diabetic Foot,MIR126,Preclinical,False,,,,unsupported target,"skin,heart",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,ENSG00000199161
7134,MIR132-D006333,Heart Failure,MIR132,Phase II,True,True,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000267200
7135,MIR132-D065626,Non-alcoholic Fatty Liver Disease,MIR132,Preclinical,False,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000267200
7136,MIR145-D006976,"Hypertension, Pulmonary",MIR145,Preclinical,False,,,,unsupported target,"lung,nose,heart",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,ENSG00000276365
7137,MIR146A-D007154,Immune System Diseases,MIR146A,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000283733
7138,MIR155-D000690,Amyotrophic Lateral Sclerosis,MIR155,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000283904
7139,MIR155-D008180,"Lupus Erythematosus, Systemic",MIR155,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000283904
7140,MIR155-D015212,Inflammatory Bowel Diseases,MIR155,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000283904
7141,MIR182-D008268,Macular Degeneration,MIR182,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000207990
7142,MIR183-D008268,Macular Degeneration,MIR183,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000207691
7143,MIR195-D009203,Myocardial Infarction,MIR195,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000284112
7144,MIR206-D000690,Amyotrophic Lateral Sclerosis,MIR206,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000207604
7145,MIR208A-D002312,"Cardiomyopathy, Hypertrophic",MIR208A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000199157
7146,MIR208A-D006333,Heart Failure,MIR208A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000199157
7147,MIR21-D006333,Heart Failure,MIR21,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000284190
7148,MIR29A-D008103,Liver Cirrhosis,MIR29A,Preclinical,,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000284032
7149,MIR29B1-D004719,Endomyocardial Fibrosis,MIR29B1,Phase I,True,False,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000283797
7150,MIR29B1-D007627,Keloid,MIR29B1,Phase II,True,True,False,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000283797
7151,MIR29B1-D012595,"Scleroderma, Systemic",MIR29B1,Phase I,True,False,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000283797
7152,MIR29B1-D045743,"Scleroderma, Diffuse",MIR29B1,Phase I,True,False,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000283797
7153,MIR29B1-D045745,"Scleroderma, Limited",MIR29B1,Phase I,True,False,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000283797
7154,MIR29B1-D054990,Idiopathic Pulmonary Fibrosis,MIR29B1,Phase I,True,False,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000283797
7155,MIR328-D009216,Myopia,MIR328,Phase I,True,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000207948
7156,MIR33A-D002318,Cardiovascular Diseases,MIR33A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000207932
7157,MIR33A-D050197,Atherosclerosis,MIR33A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000207932
7158,MIR34A-D009190,Myelodysplastic Syndromes,MIR34A,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000284357
7159,MIR499A-D002312,"Cardiomyopathy, Hypertrophic",MIR499A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000207635
7160,MIR499A-D006333,Heart Failure,MIR499A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000207635
7161,MIR499A-D009133,Muscular Atrophy,MIR499A,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000207635
7162,MIR92A1-D006333,Heart Failure,MIR92A1,Phase I,True,False,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000283705
7163,MIR92A1-D016491,Peripheral Vascular Diseases,MIR92A1,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000283705
7164,MIR92A1-D017719,Diabetic Foot,MIR92A1,Preclinical,False,,,,unsupported target,"skin,heart",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,ENSG00000283705
7165,MIR96-D008268,Macular Degeneration,MIR96,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000199158
7166,MKNK1-D000152,Acne Vulgaris,MKNK1,Preclinical,,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000079277
7167,MKNK1-D003093,"Colitis, Ulcerative",MKNK1,Preclinical,,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000079277
7168,MKNK1-D003424,Crohn Disease,MKNK1,Preclinical,,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000079277
7169,MKNK1-D011565,Psoriasis,MKNK1,Preclinical,,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000079277
7170,MKNK1-D012871,Skin Diseases,MKNK1,Preclinical,,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000079277
7171,MKNK2-D000152,Acne Vulgaris,MKNK2,Preclinical,,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000099875
7172,MKNK2-D003093,"Colitis, Ulcerative",MKNK2,Preclinical,,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000099875
7173,MKNK2-D003424,Crohn Disease,MKNK2,Preclinical,,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000099875
7174,MKNK2-D011565,Psoriasis,MKNK2,Preclinical,,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000099875
7175,MKNK2-D012871,Skin Diseases,MKNK2,Preclinical,,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000099875
7176,MLNR-D005764,Gastroesophageal Reflux,MLNR,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000102539
7177,MLNR-D005767,Gastrointestinal Diseases,MLNR,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000102539
7178,MLNR-D015212,Inflammatory Bowel Diseases,MLNR,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000102539
7179,MLNR-D029424,"Pulmonary Disease, Chronic Obstructive",MLNR,Preclinical,False,,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000102539
7180,MLNR-D045823,Ileus,MLNR,Preclinical,,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000102539
7181,MME-D000544,Alzheimer Disease,MME,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196549
7182,MME-D002318,Cardiovascular Diseases,MME,Phase I,True,False,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000196549
7183,MME-D003929,Diabetic Neuropathies,MME,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196549
7184,MME-D005128,Eye Diseases,MME,Preclinical,,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000196549
7185,MME-D006333,Heart Failure,MME,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000196549
7186,MME-D006973,Hypertension,MME,Phase II,True,True,False,,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000196549
7187,MME-D007676,"Kidney Failure, Chronic",MME,Phase II,True,True,False,,unsupported target,kidney,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ENSG00000196549
7188,MME-D008881,Migraine Disorders,MME,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196549
7189,MME-D009437,Neuralgia,MME,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196549
7190,MME-D015352,Dry Eye Syndromes,MME,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000196549
7191,MMP1-D000505,Alopecia,MMP1,Preclinical,False,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000196611
7192,MMP1-D011565,Psoriasis,MMP1,Preclinical,False,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000196611
7193,MMP1-D012393,Rosacea,MMP1,Launched,True,True,True,True,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000196611
7194,MMP1-D012595,"Scleroderma, Systemic",MMP1,Phase II,True,True,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000196611
7195,MMP1-D045743,"Scleroderma, Diffuse",MMP1,Phase II,True,True,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000196611
7196,MMP1-D045745,"Scleroderma, Limited",MMP1,Phase II,True,True,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000196611
7197,MMP1-D065306,Corneal Injuries,MMP1,Phase II,True,True,,,unsupported target,"eye,brain",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,ENSG00000196611
7198,MMP10-D002545,Brain Ischemia,MMP10,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000166670
7199,MMP10-D020521,Stroke,MMP10,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000166670
7200,MMP12-D000086382,COVID-19,MMP12,Phase III,True,True,True,False,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000262406
7201,MMP12-D001172,"Arthritis, Rheumatoid",MMP12,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000262406
7202,MMP12-D001249,Asthma,MMP12,Phase II,True,True,,,genetically supported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000262406
7203,MMP12-D006526,Hepatitis C,MMP12,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000262406
7204,MMP12-D007154,Immune System Diseases,MMP12,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000262406
7205,MMP12-D007676,"Kidney Failure, Chronic",MMP12,Preclinical,False,,,,unsupported target,kidney,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ENSG00000262406
7206,MMP12-D008103,Liver Cirrhosis,MMP12,Phase I,True,False,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000262406
7207,MMP12-D009103,Multiple Sclerosis,MMP12,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000262406
7208,MMP12-D015212,Inflammatory Bowel Diseases,MMP12,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000262406
7209,MMP12-D029424,"Pulmonary Disease, Chronic Obstructive",MMP12,Preclinical,,,,,genetically supported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000262406
7210,MMP12-D054990,Idiopathic Pulmonary Fibrosis,MMP12,Preclinical,,,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000262406
7211,MMP12-D065626,Non-alcoholic Fatty Liver Disease,MMP12,Preclinical,False,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000262406
7212,MMP13-D001327,Autoimmune Diseases,MMP13,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000137745
7213,MMP13-D006526,Hepatitis C,MMP13,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000137745
7214,MMP13-D007154,Immune System Diseases,MMP13,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000137745
7215,MMP14-D002318,Cardiovascular Diseases,MMP14,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000157227
7216,MMP14-D003929,Diabetic Neuropathies,MMP14,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000157227
7217,MMP14-D006526,Hepatitis C,MMP14,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000157227
7218,MMP14-D050197,Atherosclerosis,MMP14,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000157227
7219,MMP2-D003424,Crohn Disease,MMP2,Phase I,True,False,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000087245
7220,MMP2-D003929,Diabetic Neuropathies,MMP2,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000087245
7221,MMP2-D005767,Gastrointestinal Diseases,MMP2,Phase II,True,True,False,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000087245
7222,MMP2-D006526,Hepatitis C,MMP2,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000087245
7223,MMP2-D007239,Infections,MMP2,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000087245
7224,MMP2-D008107,Liver Diseases,MMP2,Preclinical,False,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000087245
7225,MMP2-D009203,Myocardial Infarction,MMP2,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000087245
7226,MMP2-D009437,Neuralgia,MMP2,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000087245
7227,MMP2-D012871,Skin Diseases,MMP2,Phase I,True,False,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000087245
7228,MMP2-D015212,Inflammatory Bowel Diseases,MMP2,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000087245
7229,MMP3-D006526,Hepatitis C,MMP3,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000149968
7230,MMP8-D006526,Hepatitis C,MMP8,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000118113
7231,MMP8-D050197,Atherosclerosis,MMP8,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000118113
7232,MMP9-D000505,Alopecia,MMP9,Preclinical,False,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000100985
7233,MMP9-D001172,"Arthritis, Rheumatoid",MMP9,Phase III,True,True,True,False,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000100985
7234,MMP9-D002318,Cardiovascular Diseases,MMP9,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000100985
7235,MMP9-D003093,"Colitis, Ulcerative",MMP9,Phase III,True,True,True,False,genetically supported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000100985
7236,MMP9-D003424,Crohn Disease,MMP9,Phase III,True,True,True,False,genetically supported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000100985
7237,MMP9-D003929,Diabetic Neuropathies,MMP9,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000100985
7238,MMP9-D006526,Hepatitis C,MMP9,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000100985
7239,MMP9-D009437,Neuralgia,MMP9,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000100985
7240,MMP9-D012559,Schizophrenia,MMP9,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000100985
7241,MMP9-D012871,Skin Diseases,MMP9,Phase I,True,False,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000100985
7242,MMP9-D015212,Inflammatory Bowel Diseases,MMP9,Preclinical,False,,,,genetically supported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000100985
7243,MMP9-D015352,Dry Eye Syndromes,MMP9,Phase II,True,True,False,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000100985
7244,MMP9-D029424,"Pulmonary Disease, Chronic Obstructive",MMP9,Phase III,True,True,True,False,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000100985
7245,MMP9-D065306,Corneal Injuries,MMP9,Phase II,True,True,,,unsupported target,"eye,brain",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,ENSG00000100985
7246,MOGAT2-D065626,Non-alcoholic Fatty Liver Disease,MOGAT2,Preclinical,False,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000166391
7247,MOSPD2-D001172,"Arthritis, Rheumatoid",MOSPD2,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000130150
7248,MOSPD2-D003092,Colitis,MOSPD2,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000130150
7249,MOSPD2-D009103,Multiple Sclerosis,MOSPD2,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000130150
7250,MOSPD2-D065626,Non-alcoholic Fatty Liver Disease,MOSPD2,Preclinical,False,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000130150
7251,MPL-D000741,"Anemia, Aplastic",MPL,Launched,True,True,True,True,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000117400
7252,MPL-D001778,Blood Coagulation Disorders,MPL,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000117400
7253,MPL-D006509,Hepatitis B,MPL,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,small_intestine,esophagus,colon",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000117400
